学校,姓名,信息,相关文本
合肥工业大学,祖磊,https://jxxy.hfut.edu.cn/2018/1023/c8976a182633/page.htm,"祖磊
2018-10-23
打印 电子邮件
姓　名 祖磊
职　称 教授
职　务 副院长
所属系 飞行器制造工程系
邮　箱 zulei@hfut.edu.cn
电　话 0551-62919312
个人基本情况
“黄山学者”特聘教授、博士生导师。2012年博士毕业于荷兰代尔夫特理工大学航空航天工程专业，获优等博士学位（cum laude）。现任合肥工业大学机械工程学院副院长、安徽省航空结构件成形制造与装备重点实验室副主任、安徽省先进复合材料设计与应用工程研究中心副主任。
入选国家级青年人才计划、教育部霍英东基金、安徽省特支计划、安徽省学术和技术带头人后备人选等。主要从事航空航天装备制造、碳纤维复合材料构件设计制造领域的教学与科研工作。主持各类教学质量工程项目5项，主编教材2部，获安徽省教学成果一等奖1项（排名2）；主持纵、横向科研项目经费超过3000万，作为项目首席主持军委装发部千万级重大装备预研项目，以第一完成人获安徽省科技进步一等奖1项。
兼任中国航空学会理事、安徽省航空学会副理事长、安徽省复合材料学会（筹）副理事长兼秘书长、SAMPE中国分会常务理事、高水平期刊《Composite Structures》、《Composites Part C》、《合肥工业大学学报(自然科学版)》编委，受邀在国内外高水平会议做大会/主旨报告等10余次。
主要研究方向
欢迎具有机械、航空航天、材料、力学等专业背景的优秀学子报考本组博、硕士研究生！课题组将提供极具竞争力的发展平台和津贴待遇。
1、航空航天复合材料结构设计与制造
2、碳纤维复合材料高性能铺放制造技术
3、固体火箭发动机复合材料壳体
4、复合材料压力容器设计制造
5、多旋翼智能无人机系统研发

近年的科研项目、专著与论文、专利、获奖
合肥工业大学航天复合材料先进制造技术研究所目前有固定成员14名，其中教授4名，副教授6名，讲师4名，博导2名，硕导8名，指导博、硕士生50余名。研究所聚焦国家重大战略和区域经济社会发展需求，重点围绕碳纤维复合材料结构高性能设计制造理论及技术，探索新颖的缠绕/铺放制造数学原理及轨迹规划方法，突破传统缠绕/铺放理论带来的诸多工艺限制，解决传统制造模式难以兼顾工艺可行性与制品力学性能的关键核心难题，在满足缠绕/铺放工艺可实现的前提下，力求能进一步优化和提高制造效率和成型铺层的结构力学性能。针对典型的"
北京理工大学,郝佳,https://me.bit.edu.cn/szdw/jsml/zzgcx/gygcyjs/sssds13/b98867.htm,"郝佳
姓 名
郝佳
职 称
长聘副教授/研究员
√博导 √硕导
学院及专业
机械与车辆学院
办公地址
北京理工大学一号教学楼344A
邮编
100081
邮 件
haojia632@bit.edu.cn
个人简介与研究方向
个人简介：
郝佳，长聘副教授、博士生导师、国家重点研发计划青年科学家项目负责人，北京高校优秀共产党员，北京理工大学工业与智能系统工程研究所副所长。日本会津大学客座研究员，美国密歇根大学访问学者。中国图学学会第八届数字孪生专业委员会委员、《机械设计》青年编委会委员、中国机械工程学会高级会员、IEEE System Man Cybernetics Soft Computing专业委员会委员。针对复杂装备智能化研发平台的发展需求，以知识工程和机器学习为技术主线，围绕复杂装备设计过程表征、预测、优化及智能人机交互等，长期开展知识驱动的智能设计技术研究与工业软件开发、应用。作为项目负责人与课题负责人承担国家重点研发计划项目、国家自然基金，北京市自然基金，国防基础加强、国防重大、重点基础科研等项目十余项，形成了具有自主知识产权的装备智能设计系统，并应用于航天、兵器、船舶、电子等多个行业，获得国防科技进步奖一等奖、二等奖、三等奖各一项。在相关领域发表学术论文80余篇，获批国家发明专利27项，软件著作权12项。
坚持将科研优势转化为育人能力，荣获北京高校优秀共产党员称号，获得国家教育教学成果奖二等奖1项，北京市教育教学成果奖一等奖1项，校级教育教学成果奖6项。依托主持的北京市教育教学改革项目，针对工业工程专业构建了覆盖40余门课程的专业知识图谱。承担的运筹学课程连续获得北京市教学创新大赛一等奖、北京市优质本科教案、首批研究型课程认证、首批课程思政示范课、国际一流课程对标建设课程。
研究方向：知识工程、优化设计、创新设计、人机交互
招收方向：欢迎具有机械工程/工业工程/数学/计算机科学/软件工程等背景的同学报考硕士和博士研究生。
代表性论文及研究项目
一、最新科研论文
最新论文请进入：ResearchGate
详细个人简历请进入：个人简历
二、代表性科研项目
1. 知识与数据融合驱动的复杂产品一体化设计技术，2021-2024
2. 规模化教育知识图谱及可演进知识空间智能构建技术，2024-2026
3. 国防基础加强，小样本数据驱动的XX性能预示技术，2020-"
中国人民解放军军事科学院国防科技创新研究院,陈献琪,https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%9B%BD%E4%BA%BA%E6%B0%91%E8%A7%A3%E6%94%BE%E5%86%9B%E5%86%9B%E4%BA%8B%E7%A7%91%E5%AD%A6%E9%99%A2%E5%9B%BD%E9%98%B2%E7%A7%91%E6%8A%80%E5%88%9B%E6%96%B0%E7%A0%94%E7%A9%B6%E9%99%A2,
华南理工大学,张仕伟,https://www2.scut.edu.cn/smae/2021/0331/c21153a424206/page.htm,
武汉第二船舶设计研究所,张满弓,https://www.patentguru.com/cn/assignee/%E6%AD%A6%E6%B1%89%E7%AC%AC%E4%BA%8C%E8%88%B9%E8%88%B6%E8%AE%BE%E8%AE%A1%E7%A0%94%E7%A9%B6%E6%89%80-%E4%B8%AD%E5%9B%BD%E8%88%B9%E8%88%B6%E9%87%8D%E5%B7%A5%E9%9B%86%E5%9B%A2%E5%85%AC%E5%8F%B8%E7%AC%AC%E4%B8%83%E4%B8%80%E4%B9%9D%E7%A0%94%E7%A9%B6%E6%89%80?page=3,
天津理工大学,张磊,https://me.tjut.edu.cn/info/1060/1785.htm,"张磊
2021-09-23 08:46     (阅读量：7384)
姓名
张磊
出生年月
1981年10月
性别
男
学历学位
博士研究生在读/硕士
职称
副教授
导师类型
专硕导师
联系电话
13820715069
所属院系
机械工程系
Email
57640509@qq.com /微信号zhanglei_885
人才称号

学术兼职
天津市设计学学会副理事长兼秘书长；天津市机械工程学会理事兼工业设计分会秘书长；中国机械工程学会工业设计分会常务理事；《机械设计》杂志第五届编委会委员；《天津理工大学学报》编委；中国“好设计”奖专家委员会委员；北京理工大学、江南大学、燕山大学兼职硕士生导师等
招生专业
专业型：085500/机械
研究方向
（1）先进机械装备设计及理论（复杂机械装备结构可靠性设计、优化设计、轻量化设计、工程仿真分析；产品创新设计及理论等）；
（2）轨道交通装备设计及理论（列车车体结构轻量化设计、优化设计及工程仿真分析；车身气动外形设计与流场分析等）；
（3）先进人机工程及技术装备设计（智能座舱人机系统可靠性设计与分析、智能座舱柔性试验台研制、设计认知与神经人机交互技术等）
一、主要科研项目：
[1]天津市科技计划项目(12ZXCXGX19100)：基于人机工程与力学仿真技术系统开发的高端自行车（2012-2014），主持
[2]天津市科技型中小企业专项资金项目(12KQZZGX0049)：以先进制造技术为依托的高端自行车鞍座（2012-2014），主持
[3]国家社会科学研究文化部项目(13DG40)：中国古典家具的数字化保护与虚拟展示平台研究（2013-2018），主持
[4]中国汽车工业工程有限公司科技开发项目(ZF2014-GY-01-124(2))：中汽底盘合装AGV研制（2018-2019），主持
[5]机械工业第四设计研究院有限公司科技开发项目(C2018-110GY-207(1)-s)：汽车合装吊具结构与造型优化（2018-2019），主持
[6]中国中车股份有限公司科技研究开发计划项目子课题(170185100060)：面向轨道车辆智能CAID软件的三维组件数据系统开发（2018-2021），主持
[7]中国汽车工业工程有限公司科技开发项目(ZF2014-GY-01-124(2))：8种汽车总装装备工业设计技术优化（2020-2021"
大连理工大学,刘富文,http://faculty.dlut.edu.cn/sxg/zh_CN/xsxx/828145/list/index.htm,"刘富文
贾政楠
李一阳
周威豪
韩畅阳
张建华
邱一鸣
周长安
刘佳晨
王梦麟
黎柿汪
崔鹏
赵永刚
张杨
邹亚男
王鑫
王浩然
项晓敏
王荣誉
范中磊
兰海兵
陈超
李洁翎（
杜丽（协
孔翔（协
李二洋（
邹年华
贾兆柱
李建飞
郭佳鹏
陈力智
郝佳瑞
高玉琼
张伟
辽ICP备05001357号 地址：中国·辽宁省大连市甘井子区凌工路2号 邮编：116024
版权所有：大连理工大学
手机版 访问量：0000670370次
开通时间： 2016.9.9
最后更新时间： 2024.3.21"
合肥工业大学,李伟,http://faculty.hfut.edu.cn/welly/zh_CN/index.htm,"李伟  (副教授)
119
硕士生导师
所在单位：智能制造工程系
学历：研究生(博士)毕业
办公地点：合肥工业大学屯溪路校区机械楼407
性别：男
学位：博士学位
在职信息：在职
毕业院校：华中科技大学
访问量：0000003383
最后更新时间：2024.4.12
    首页
科学研究
教学研究
获奖信息
其他栏目
中文
个人简介
李伟，安徽六安人，1992年2月生，工学博士，博士后，副教授，硕士生导师，黄山学者学术骨干。2020年6月博士毕业于华中科技大学机械科学与工程学院。2020年至2023年就职于重庆大学机械与运载工程学院，任弘深青年教师。中国机械工程学会高级会员，IEEE会员。主要研究方向为智能设计优化及其在工程中的应用。主持国家自然科学基金青年基金项目和重庆市科技创新重点项目等5项。参与国家自然科学基金面上项目以及国家重点研发计划课题等10余项。发表SCI/EI论文70余篇，在Engineering、Advanced Engineering Informatics、Structural and Multidisciplinary Optimization、Engineering With Computers、Electrochimica Acta、IEEE Transactions on Transportation Electrification、IEEE Transactions on Automation Science and Engineering、Energy、Applied Thermal Engineering、Journal of Energy Storage、Case Studies in Thermal Engineering、Engineering Optimization、ASME Journal of Mechanical Design、ASME Journal of Electrochemical Energy Conversion and Storage、ASME Journal of Thermal Science and Engineering Applications、ASME Journal of Computing and Information Science in Engineering等国际知名SCI期"
北京理工大学,代俊,https://www.x-mol.com/university/faculty/234274,"代俊
代俊 副教授 博士生导师 收藏 完善纠错

北京理工大学    机电学院
登录后才能查看导师的联系方式，马上登录...
个人简介
教育背景
2010/10-2013/09 日本东京大学 机械工程 博士研究生 （国家公派留学）
2008/09-2010/06 北京理工大学 机电学院 机械电子工程专业 硕士研究生 （推荐免试）
2004/09-2008/06 南昌大学 机电工程学院 机械设计制造及其自动化专业 本科

工作经历
2021/10至今 北京理工大学 机电学院 副教授 博士生导师
2018/07-2021/09 北京理工大学 机电学院 副教授 硕士生导师
2019/07-2019/09 东京大学 新领域创成科学研究科 客座研究员
2014/03-2018/06 北京理工大学 机电学院 讲师 硕士生导师

代表性学术奖励
代俊，Fiscal 2019 JASSO Follow-up Research Fellowship，Japan Student Services Organization (独立行政法人 日本学生支援机构), 其他, 国际学术奖, 2019
张薇红; 隋丽; 严慎武; 牛少华; 代俊, 某型机电触发引信, 国防科学技术进步三等奖, 2019
张薇红; 隋丽; 严慎武; 牛少华; 代俊, 某型机电触发引信, 中国兵器工业集团科学技术进步三等奖, 2019
代俊（研究生导师）, 《中国兵工学会第二十届引信学术会议论文集》优秀论文, 中国兵工学会引信专业委员会, 2017.11
代俊（研究生导师）, 制导与引信信息网15011学会优秀论文奖, 制导与引信信息网, 2015.07
代俊（唯一指导教师）, 第十届国际大学生iCAN创新创业大赛2016年总决赛二等奖, 国际大学生iCAN创新创业大赛组委会, 其他, 国家二等奖, 2016.10
代俊（唯一指导教师）, 第十二届iCAN国际创新创业大赛北京赛区决赛二等奖, iCAN国际创新创业大赛中国组委会, 其他, 省部二等奖, 2018.09.28
代俊（唯一指导教师），北京理工大学第十七届挑战杯全国大学生课外学术科技作品竞赛二等奖，2021.05
Dai Jun, Excellent Poster For the presentation of Fabrication of Nanowire "
山东大学,马嵩华,https://www.mech.sdu.edu.cn/info/1128/121097.htm,"马嵩华
发布时间：2015-06-02 17:21:41    作者：    点击：[15695]
姓名 马嵩华
性别 女
                                          出生年月 1985.12
行政职务
学历 研究生 学位 博士
专业技术职务及任导师情况  副研究员，硕士研究生导师
所在一级学科名称  机械工程
所在二级学科名称  机械制造工业工程
  国内外学习和工作经历
国内外学习和工作经历
2004.09～2008.07  山东大学机械工程学院，获工学学士学位；
2008.09～2014.07  清华大学机械工程学院，获工学博士学位；
2014.07～至今     山东大学机械工程学院，师资博士后，助理研究员。
  主讲课程
本科生课程：工程制图、指导生产实习和毕业设计。
  研究领域
研究兴趣：CAD/CAM、现代设计理论、知识工程、工程变更管理、企业信息化。

承担科研项目情况
主持项目
1.国家自然科学基金（51505254），2016.1~2018.12；
2.山东省自然科学基金（优秀中青年科学家科研奖励基金）（BS2015ZZ004），2015.12~2017.12；
3.中国博士后科学基金(二等)(2015M572022)，2015.04~2017.04；
4.山东大学基本科研业务费(2015GN008)，2014.10~2017.12；
参与项目
1.山东省科技发展计划（中美国际合作项目）（2013GHZ30305）2016.1~2015.12；
2.国家自然科学基金(51175287)，2012.01~2015.12；
3.国家高技术发展计划（863计划）(2006AA04Z112)，2006.01~2008.12。
  近期主要的代表性论文、著作、专利
以第一作者发表论文9篇，其中SCI论文4篇，EI论文4篇，核心1篇。
【代表性期刊论文】
[1] Ma S, Jiang Z, Liu W. Evaluation of a design property network-based change propagation routing approach for mechanical product development. Advanced Engineering Informatics, 2016, "
湖南科技大学,唐皓,https://jd.hnust.edu.cn/szdw/grxx/aae7be6f3e474d03801507f1bade49ff.htm,"唐皓
发布时间：2022-03-11访问量
唐皓，男，1988年生，博士、副教授，硕士研究生导师，入选湖南科技大学“高层次人才”计划（奋进学者），主要研究方向为复杂精密运动系统误差与精度分析。
办公室：湖南科技大学立功楼A410
手机号码: 13808471902
E-mail: tanghao@hnust.edu.cn
受教育经历：
2013/09 – 2015/03, University of Michigan, Ann Arbor (US) 联合培养博士
2011/09 – 2016/11, 中南大学, 机电工程学院, 博士
2009/09 – 2011/06, 中南大学, 机电工程学院, 硕士
2005/09 – 2009/06, 东华大学, 机电工程学院, 学士
研究工作经历：
2017.12–至今, 湖南科技大学, 机电工程学院, 讲师
2016.12–2017.12, 湖南科技大学, 机电工程学院, 助教
承担了国家自然科学基金青年科学基金“基于误差流理论的多自由度精密运动平台误差建模与设计研究（2018-2020，51705149，主持）”，湖南省自然科学基金“光电子封装系统多自由度精密运动平台误差分析与设计研究（2018-2020，2018JJ3168，主持）”；参与了NSF（美国自然科学基金）“High-performance micromachining of glass using electrochemical discharge machining (ECDM) for MEMs applications”，主要负责加工平台的误差建模研究；国家高技术研究发展计划（863计划） “聚合物微纳系统制造技术及装备”，主要负责运动系统误差与精度分析过程（2012AA040406）等项目。以第一作者在《International journal of machine tools and manufacture》、《IEEE TRANSACTIONS ON SYSTEMS, MAN, AND CYBERNETICS: SYSTEMS》、《中国机械工程》等重要学术期刊发表或录用论文10篇。2018年2月获得International journal of machine tools and manufacture期刊审稿人贡献奖。入选湖南科技大学20"
西安交通大学,赵强强,https://gr.xjtu.edu.cn/web/zhaoqiangqiang,"赵强强
  助理教授 （青年优秀人才A类）
入选中国科协“青托”
西安交通大学机械学院
设计科学与基础部件研究所
现代设计与转子轴承系统教育部重点实验室
高端装备数字化设计与制造团队
（团队学术带头人：洪军教授）
联系方式
邮箱：qzhao21@xjtu.edu.cn
地点一：陕西省西安市雁塔区雁翔路99号 西安交通大学曲江校区智能制造创新中心南一楼A座 
  地点二：陕西省西安市长安区河堤路 中国西部科技创新港力行楼（2号巨构）
    站点计数器
基本情况简介
赵强强，助理教授，西安交通大学“青年优秀人才”A类，本硕博就读于西安交通大学，入选中国科协“青年人才托举工程”，获西安交通大学“优秀研究生标兵”与陕西省“优秀博士毕业生”，美国约翰霍普金斯大学访问学者，中国机械工程学会成组与智能集成技术分会副秘书长，数字孪生青年学者（中国）委员会常务委员，主要从事精密装配与计算力学、不确定性量化与可靠性分析、小样本机器学习、机器视觉测量、大型航天柔性可展开机构精度调控等研究，主持国家自然科学基金、国家重点研发子课题、GF基础预研项目子课题、中国科协“青托”项目、陕西省青年基金以及横向课题等项目10余项，发表SCI/EI论文30余篇，获国家授权发明专利10余项，登记软件著作权4项。
教育经历
2017.03-2021.03     西安交通大学    机械工程，长学制博士阶段，导师：洪军教授
2018.09-2020.09     Johns Hopkins University(美国约翰∙霍普金斯大学)联合培养，Gregory Chirikjian教授
2015.09-2017.01     西安交通大学 机械工程，长学制硕士阶段（保研），导师：洪军教授
2011.08-2015.06     西安交通大学 机械工程及自动化专业，大学本科
工作经历
2021 -  至今   西安交通大学，机械工程学院，助理教授
研究领域
1、精密装配与计算力学
2、不确定性量化与时变可靠性分析
3、小样本机器学习
4、机器视觉测量
5、大型航天柔性/刚性可展开机构精度调控
荣誉奖励
1、荣获中国科协“青托”人才计划
2、西安交大青年优秀人才A类
3、西安交通大学优秀研究生标兵（学生在校最高个人荣誉）
4、陕西省高校优秀毕业生
5、荣获2019与2020年度博士研究生国家奖学金
6、博士论"
西南交通大学,张海柱,https://faculty.swjtu.edu.cn/zhanghaizhu/zh_CN/index.htm,"张海柱 副教授
53
硕士生导师
个人信息
Personal Information

教师英文名称：haizhu zhang
入职时间：2019-05-22
学历：博士研究生毕业
学位：工学博士学位
在职信息：在岗
毕业院校：西南交通大学
学科：机械制造及其自动化
所在单位：机械工程学院
联系方式
Other Contact Information
邮箱 : zhanghaizhu@swjtu.edu.cn
同专业硕导
报考该导师
个人简介
Personal Profile
张海柱，工学博士，副教授，中国机械工程学会机械设计分会青年委员。主要从事复杂装备智能设计与系统集成设计、模块化定制设计、数字孪生等相关领域研究。主持国家自然科学基金青年基金项目1项、四川省重点研发项目1项、国家重点研发计划子任务1项、四川省重点研发计划子课题1项，中车长客、中车工业研究院等企业横向课题5项，参与国家自然科学基金面上项目、国家重点研发计划项目、国家863计划项目等10余项科研项目。发表学术论文40篇，其中SCI/EI检索19篇，出版专著2部，以第一发明人授权发明专利9项，以第2起草人参与制定团体标准1项。参与获得吉林省科技进步一等奖1项、中国铁道学会特等奖2项、中国交通运输协会一等奖1项。担任《机械设计》、《Advanced Design Research》期刊青年编委。

教育经历
Education Background
工作经历
Work Experience
2011.9
2017.6
西南交通大学
机械制造及其自动化
工学博士学位
2007.9
2011.6
西南交通大学
机械制造及其自动化
工学学士学位
研究方向
Research Focus
社会兼职
Social Affiliations
复杂机电装备系统集成设计
复杂产品模块化定制设计
智能设计与数字孪生
团队成员
Research Group
团队名称：复杂装备数字化设计与制造团队
黎荣
丁国富
Copyright © 2019 西南交通大学. All Rights Reserved.蜀ICP备05026985号
犀浦校区地址：中国四川省成都市郫都区犀安路 999 号    邮编：611756
川公网安备51010602000061号
技术支持：信息化与网络管理处
手机版 访问量：0000012366次
开通时"
上海交通大学,陈卫星,https://me.sjtu.edu.cn/teacher_directory1/chenweixing.html,"陈卫星 副教授
所在系所重大装备设计与控制工程研究所
办公电话
通讯地址机械与动力工程学院A楼913室
电子邮件wxchen@sjtu.edu.cn
个人主页
教育背景
2011.09-2016.09 上海交通大学，机械工程, 博士
2007.09-2011.06 中国矿业大学，机械工程及自动化，学士
工作经历



研究方向







科研项目













代表性论文专著




































教学工作


软件版权登记及专利


















学术兼职

荣誉奖励










网站声明|友情链接|联系我们|流量统计
Copyright © 2016 上海交通大学机械与动力工程学院 版权所有
分享到
Email：sjtume@sjtu.edu.cn
地址：上海市东川路800号上海交通大学闵行校区机械与动力工程学院
邮编：200240"
大连理工大学,鲁业明,https://faculty.dlut.edu.cn/luyeming1/zh_CN/index.htm,
浙江大学,李樵风,http://sklofp.zju.edu.cn/,"李樵风
国家青年人才 研究员
机电部件及系统创新设计
郑永嘉
国家青年人才 研究员
智能机电单元及系统
Previous
Next
查看更多+
快速导航
浙江大学
浙江大学机械工程学院
浙江大学机械电子工程系
本站导航
国重简介
科研团队
科学研究
合作交流
开放平台
新闻中心
快速导航
友情链接
中国科学技术部
中华人民共和国教育部
国家自然科学基金委员会
《生物设计与制造》
联系我们
浙江省杭州市西湖区余杭塘路866号 浙江大学紫金港校区开物苑5-311
邮编：310027
电话：+86-571-87952274
传真：+86-571-87951941
邮件：benzjh@zju.edu.cn
版权所有：CopyRight@2014浙江大学机械电子控制工程系"
大连理工大学,刘海涛,http://faculty.dlut.edu.cn/liuhaitao/zh_CN/index.htm,"刘海涛
175
个人信息
Personal Information
副教授
博士生导师
硕士生导师
主要任职：Associate Professor
性别：男
毕业院校：大连理工大学
学位：博士
所在单位：能源与动力学院
学科：动力机械及工程. 流体机械及工程
办公地点：大连理工大学西部校区能源与动力学院619
联系方式：htliu@dlut.edu.cn
电子邮箱：htliu@dlut.edu.cn
扫描关注
同专业博导
同专业硕导
个人简介
Personal Profile
大连理工大学能源与动力学院副教授、博士生导师，大连理工大学“星海青千”。2016年10月毕业于大连理工大学，获得博士学位及“辽宁省优秀博士学位论文”。2016年10月到2019年11月在新加坡南洋理工大学Rolls-Royce@NTU Corp Lab担任Research Fellow。2019年11月加入能源与动力学院叶轮机械及流体工程研究所，现为研究所副所长。
近年来，围绕大型能源装备（如屏蔽电机核主泵、大型离心压缩机、燃机、大型制氢反应器、大功率风机、工业锅炉等）数字化设计、孪生建模和健康管理，发表高水平论文40+，其中ESI高被引论文2篇，影响因子>14的论文7篇，Google学术引用2000+，申请/授权发明专利6项。获得辽宁省优秀博士学位论文，2022年大连市技术发明一等奖，全国能源动力类专业百篇优秀毕业论文指导教师，“首届全国博士后创新创业大赛”优胜奖。目前担任SCI期刊IEEE Transactions on Emerging Topics in Computational Intelligence（IF：5.3）副主编（Associate Editor）。

Dr Liu received the Ph.D. degree from the School of Energy and Power Engineering, Dalian University of Technology, China, in 2016. From 2016 to 2019, he was a research fellow with Rolls-Royce@NTU Corp Lab at Nanyang Technological University, Singapore. He is cur"
三峡大学,董元发,https://www.scholarmate.com/P/2QRju2?,"董元发
科研之友号:
77190313
三峡大学, 教授
主页
成果
https://www.scholarmate.com/P/2QRju2
share
6
项目
112
成果
1455
阅读
0
下载
106
被引
5
H-指数
个人简介
董元发，男，博士，教授，博士生导师，三峡大学机械与动力学院副院长、三峡大学智能**创新技术中心主任，三峡学者，三峡大学十大杰出青年，湖北省青年科技晨光计划人才入选者，中国机械工程学会工业大数据与智能系统分会委员、中国仿真学会智能仿真优化与调度专委会委员，中国图学学会数字孪生专委会委员、湖北省机电工程学会理事，湖北省机械工程教育工作委员会委员。
近年来，主持国家自然科学基金项目2项、湖北省自然科学基金2项，参与国家重点研发计划项目1项，发表相关高水平论文40余篇、参编国际标准IEEE P3147《产线变型设计实践推荐标准》1部、授权发明专利8项、授权实用新型专利及软件著作权20余项；获湖北省教学成果二等奖1项、湖北省科技进步三等奖1项。
学科分类
机械设计学
制造系统与智能化
机器人学与智能系统
关键词
用户体验
需求转换
感性工学
情感化设计
设计表达
虚拟现实
制造服务
资源虚拟化
云制造
制造业信息化
工作经历
三峡大学
机械与动力学院, 教授, 2023-01至现在
三峡大学
机械与动力学院, 副教授, 2017-07至2022-12
University of Warwick
WMG, Research Fellow, 2016-09至2017-08
三峡大虚
机械与动力学院, 讲师, 2014-04至2017-06
教育经历
重庆大学
机械**及其自动化, 博士研究生, 2011-01至2013-12
重庆大学
机械**及其自动化, 硕士研究生, 2009-09至2011-01
重庆大学
机械设计**及其自动化, 本科, 2005-09至2009-07
代表成果
Requirement elicitation in product emotional design using fuzzy clustering and fuzzy cognitive model
Yuanfa Dong*; Guo, Gang; Liu, Wenrong
Proceedings of the Institution of Mechani"
上海交通大学,马进,https://icst.sjtu.edu.cn/DirectoryDetail.aspx?id=6,"马进
高级工程师
021-34204532
majin@sjtu.edu.cn
闵行校区综合实验楼2号楼505B办公室
个人主页
个人简介
研究方向
获奖情况
科研项目
学术兼职
科研成果
博士，高级工程师，硕士生导师，国际注册信息系统审计师（CISA），美国加州大学圣地亚哥分校（UCSD）访问学者。上海交通大学网络安全技术研究院副院长，网络信息安全管理与服务教育部工程研究中心副主任，中国网络空间安全协会人才培养教育工作委员会副秘书长，上海市信息安全综合管理技术研究重点实验室副主任。

长期从事大数据与人工智能应用、智能网联汽车信息安全、网络空间安全综合管理新技术等领域的前沿基础研究工作。近年来，作为项目负责人和核心骨干主持及参与国家863计划信息安全重大项目、国家重点研发计划“网络空间安全”重点专项、国家自然科学基金、中央网信办、国家人力资源和社会保障部、中国信息安全测评中心、上海市人力资源和社会保障局、上海市经信委、华为技术有限公司等60多项国家/省部级课题；发表高质量学术论文30余篇；获得9项国家技术发明专利授权；编著《网络安全在身边》、《数据警察导论》、《数据分析基础》等专著；曾获上海市科技进步一等奖1项、二等奖1项，上海市优秀教学成果二等奖1项，上海交通大学晨星青年学者奖励计划SMC优秀青年教师，上海交通大学教学成果特等奖1项、二等奖1项，上海交通大学电院优秀共产党员。
友情链接：
上海交通大学
Copyright 2020 © 上海交通大学-网络安全技术研究院 沪交ICP备20200261"
广州大学,蔡习文,https://jd.gzhu.edu.cn/yjsjy/dsjs.htm,"蔡习文
曹流
程乐峰
陈凯锐
陈洋
陈达奇
常家庆
陈首彦
G
桂珍珍
H
黄卫清
胡晓
黄文恺
黄家乐
J
江帆
L
梁忠伟
刘晓初
柳晶晶
刘贵云
李致富
刘长红
李方义
刘征
赖添茂
龙尚斌
路瑞娥
陆文甜
李萍
刘朝阳
蓝雪婧
M
孟晓波
马鸽
O
欧阳海滨
P
彭凌西
S
沈腾
石坚
T
陶建华
W
王晓刚
吴文强
王文龙
吴文波
王孝伟
王锐坤
王建晖
王亚飞
X
向建化
夏淑炎
Y
杨汝
杨红
岳夏
Z
邹涛
朱大昌
张春良
张建辉
朱萍玉
郑文
赵志甲
张帆
周琰
钟晓静
广州大学机械与电气工程学院
地址：广州市番禺区大学城外环西路230号
联系电话：020-39366923
邮箱：jd@gzhu.edu.cn
© 2018 All Rights Reserved.
快速链接
> 广州大学 > 图书馆
> 教务在线 > 网站地图
> 联系我们 > 返回顶部
>
微信公众号"
西安理工大学,王建磊,https://jyxy.xaut.edu.cn/info/1179/2622.htm,"王建磊
职 称:
副教授
硕导/博导:
硕导
电子信箱:
jlwang@xaut.edu.cn
办公电话:

办公室:
教1-319
个人主页:

个人简历
河南省周口人，工学博士。硕士、博士分别毕业于西北工业大学、西安交通大学。2014年进入西安理工大学工作，机仪学院机械设计系副主任。
工作经历
2014-至今 西安理工大学机仪学院机械设计系 讲师、副教授
教学工作
主要承担课程《机械设计》、《机械设计基础》、《机械优化设计》和《创新方法与应用》的本科教学工作。
研究方向
1. 密封-轴承-转子系统动力学
2. 润滑理论及密封技术
3. 现代设计理论、技术及应用
科研项目
主持、参与科研项目10余项。包括科技部创新方法工作专项、重点研发计划等。主持企业委托课题有：核电振动故障机理深化计算、低速重载风电轴承的结构创新设计与性能计算、660MW超（超）临界机组轴系动力学特性计算、高速低温介质流体动压密封性能计算及结构创新等。
学术及科研成果
近年来，在国内外学术刊物及国际会议上发表文章10余篇；授权专利10余项。



Copyright © 2016- 2019  机械与精密仪器工程学院
地址：西安市金花南路5号 邮编：710048
联系电话：029-82312212 技术支持：博达软件"
